conv_id,query,history,groundtruth
1495,,"['164755', '127914']","['88172', '178142', '107671', '109896']"
1497,,['176641'],"['153346', '92651', '180482', '158950']"
1498,,"['98672', '178711']","['129416', '76042', '97219']"
1501,,"['90253', '170722', '192734', '115908', '117972', '78340', '150451']",[]
1506,,['178711'],"['118748', '135090', '150941', '158518', '186139']"
1507,,"['166729', '158518', '134032', '115908', '176541', '84828']",[]
1509,,"['112719', '182709', '189266', '186744', '157231']",['198967']
1510,,"['199451', '82153']","['197667', '204536', '204537']"
1513,,"['143062', '185171', '130591', '190076', '77161']",['202155']
1514,,"['78480', '164755', '126305']","['152322', '129037']"
1516,I love movies were you can’t tell what the ending is because is twists! What’s is that movie about it sounds good,"['182709', '153600']","['168161', '83766']"
1533,"@157231 us another thriller I like with Ashley Judd. I have seen that movie, but I just didnt really like it.","['112719', '146771', '182709', '194237', '120003', '157231', '168467']",[]
1534,"I'm not, so I probably wouldn't like that movie. But I did watch @93013 and the sequel which I liked","['204331', '78340', '140066', '138962', '93013', '204478']",[]
1535,I am looking for some romantic comedies. I love movies with good storylines. Some of of favorites are @188192 and @100030,[],[]
1536,,"['79320', '96281', '161817', '121257', '157306', '204292']",[]
1538,,"['85036', '171914', '154857', '133415', '139878', '189494', '139492']",[]
1539,,"['75918', '178711', '166729', '84798', '132728', '186139', '199453', '195012']",[]
1540,,"['182709', '112719']","['199038', '197213']"
1544,,"['112069', '146205', '139878', '144347']",[]
1550,,"['196336', '161723', '143198', '146205', '156685', '114513']",[]
1552,Saw Contact a while back and I think I might have to watch it again as I don't remember most of it.,"['79320', '146205', '170059', '156094']",[]
1553,,"['119144', '199642', '170119', '155467', '82417', '178950']",[]
1554,,['122552'],"['140066', '84273', '183056', '136983']"
1556,,"['146205', '88141', '114513']",['77983']
1557,,"['160858', '194977']","['146205', '158059']"
1558,,['175096'],"['142573', '182697', '190543']"
1562,,"['114129', '79935', '170501', '178885', '146205', '198397']",['125591']
1563,,"['108278', '77707', '171629', '171718', '123210']","['100459', '81792']"
1572,,"['158059', '90332', '182709', '161723', '114513', '168467']","['190037', '117335']"
1575,"I never saw that, but I heard it was good. I liked his filled @140335 . It was funny but had a serious message to it. It was great!","['140335', '188779', '190543']","['111918', '141524']"
1579,I love that movie. I watch it every year. I hear they are turning it into a live musical. wonder how that's going to play out.,"['103957', '180808']","['107174', '88747', '163713']"
1581,I'm in the mood for some good christmas classics for my gf and I. I'm introducing her to older films and films noir. :),"['166466', '110362']","['125517', '96801']"
1585,,[],[]
1588,,"['161983', '117972']",['80448']
1589,,['98672'],"['146205', '138615']"
1590,,"['176237', '201351', '161313', '124142', '95199', '165105']",[]
1591,,"['107826', '80448', '140066', '78340']",['146205']
1602,,"['88676', '133381']","['182709', '117335']"
1609,Is there another actor that is on that movie. There's a lot of actors in big bang theory. Are you referring to Jim Parsons?,"['88487', '78340', '204477']",[]
1611,Usually now a days people can always guess the endings because they make it so obvious. But as long as it isn't dull and boring I am sure I'll like it.,"['117623', '108137', '182709', '168467']","['204409', '142376']"
1612,,"['182709', '127673']","['187028', '203424']"
1614,I am doing good thanks for asking. Do you know of any good drama movies? I love @87090 with Angelina Jolie and I also love @76160 with Hilary Swank.,"['158518', '87090', '123625', '135655', '76160']","['201917', '137129', '86357']"
1615,,"['122172', '161313', '88747', '95199', '176542']",['177276']
1619,@188155 is another one my favorites. Is that the movie when the guy from greys anatomy is a stalker and looks in her room?,"['188155', '98383', '117335', '79968', '182709', '92914', '157231']",['133065']
1621,"I love Teresa Palmer, she came out with @118748 which was really good, which is one of my favorite movies. I haven't heard of that movie, what is that movie about?","['118748', '97935', '199989', '186139', '201259', '200814']",['170037']
1623,,"['171227', '155969', '197213', '146771', '147934', '101264', '204292']",['170376']
1625,,"['154857', '112069', '143463']","['121726', '183946']"
1628,,"['108278', '106827', '115155', '95199', '82602']",['108897']
1629,,"['201609', '91332', '140122', '112719']",['199038']
1630,,"['115612', '89668', '150829']",['153346']
1631,,[],[]
1636,,"['102249', '162517', '180926', '78340', '88487']",[]
1649,I have no idea what that movie is about. You're doing this hit wrong. To get paid you have to type more than one word answers. You're supposed to go into detail.,"['78340', '199831', '90766']",[]
1650,,"['203424', '157231', '168467']",[]
1654,"No, I can't do musicals. I can't stand the impromptu song and dance. Maybe if I were going to a theater performance but not in a film",['103957'],"['124461', '105900', '166466']"
1655,,['155186'],"['182153', '124172']"
1657,,"['191759', '124172']","['124717', '116259', '155186', '202228']"
1659,Oh @Elf is definitely another good one. I love it! Do you recommend any other similar to it and @Christmas Vacation?,"['103957', '176542', '124142', '180808', '201351']",[]
1667,,"['172660', '87090', '76160']",[]
1670,,"['91313', '204455', '204331', '192734', '138962', '93013', '150451']",[]
1672,,"['122172', '131244', '138962']","['204331', '168289']"
1674,I think I watched that before. Is it the one where they go on the trip to Africa? If so it was good.,"['91313', '152847', '166729', '79834']",['135090']
1676,,"['118748', '150451', '115908', '101081']",[]
1693,,"['88747', '154292', '95199', '180808', '79954']",[]
1698,,[],[]
1707,,"['99910', '120948', '174475']",['197200']
1711,,"['122278', '151299', '125014', '86490']","['170376', '82567', '111540']"
1713,,"['182709', '120003', '194237', '178984']",['201085']
1715,,"['161313', '144347']",['125014']
1717,,['166010'],"['89668', '170376']"
1719,,"['97818', '140749', '95199']","['129036', '99660', '170452']"
1723,,"['170376', '123463', '151299']",[]
1724,,"['127914', '125258']","['134628', '114111', '102314']"
1726,,"['142573', '197498', '190285']","['169402', '188656']"
1727,,"['124268', '104180', '152744', '93497']",['107350']
1732,I also like the movie @122172 with Jennifer Aniston that I found funny. I love that movie! @152789 is so under rated but I loved it.,"['122172', '152789', '78340']",['184098']
1735,,"['194237', '182709', '120003', '146640']",['141578']
1736,,"['147260', '155989', '142573']","['123015', '135090', '202175']"
1740,,"['128699', '130244', '196336', '134823', '101264']",['122126']
1744,,"['190285', '197322', '141045']","['87090', '82476']"
1746,,"['84001', '153733', '158950']","['146771', '196399']"
1748,,"['115745', '146640', '112719']","['104367', '176207']"
1750,,"['98383', '190037', '147826', '115250', '107671', '182709', '86428', '199038', '168467']",[]
1751,,"['202155', '153346']","['173191', '92651', '158950']"
1752,,"['134823', '86428', '181776', '101523', '101264', '111488']",[]
1753,,"['109082', '154189']","['104367', '87090']"
1754,,"['85637', '196336', '147970', '150957', '107671', '86428', '86246', '143198', '171249']",[]
1755,,"['124142', '97818', '95199']",['184098']
1760,,"['121726', '125014', '112069', '114932', '154857', '171914', '171202', '139492', '167640', '154980']",[]
1761,,"['112719', '194237', '101264']","['201085', '188165']"
1762,,"['147260', '115908', '202175']","['91313', '152847', '138081']"
1764,,"['160772', '188780', '108897']","['128782', '107018', '163708']"
1782,,"['95199', '124142', '97255', '180808', '122172']",[]
1784,,"['204455', '115908', '78340', '95199', '93013']",['122172']
1785,,"['88676', '161089', '112719']",['187181']
1787,,"['155467', '182709', '134239', '153600', '88676']",['198967']
1788,,"['88676', '146640', '190037', '144347']",[]
1789,,['103550'],"['182709', '117335', '146640']"
1790,,"['164755', '90370', '178711', '78480', '118748', '158518', '120405', '199453', '76042']",[]
1791,,"['194237', '146640', '79968']","['176763', '188165']"
1792,,"['175096', '129832']","['77455', '100448']"
1793,,"['107671', '164755', '158518', '111099']",[]
1797,,"['103957', '201085', '171810', '166466']",[]
1798,,"['182709', '194237', '112719']",['103550']
1800,,"['176763', '155467', '112719']",['103550']
1801,,"['182709', '101264', '186901', '144347', '203424']",[]
1803,,"['84847', '76160']",['98672']
1814,,"['84273', '199831', '192815']","['180926', '188779']"
1827,,"['98699', '146640', '126048']","['108137', '178984', '142376']"
1828,,"['182709', '157231', '79968']","['78426', '179084']"
1830,And the inferno film sounds like it might give my girlfriend the creeps. I'll see if Amazon has it for rental. :),"['84831', '130591', '77161']","['155186', '180482']"
1832,"Wow, that sounds so good!I think I will check that one out, you definitely sold me on that one.I also liked @188155 with Ashley Judd too I love her and Morgan Freeman they make a great team.","['188155', '90332', '182709', '186744', '168467']","['193005', '83766']"
1843,,"['194237', '126048', '184418', '77066']",['112719']
1844,,"['178984', '146640']","['146771', '169760']"
1845,"Aw those sound really good, I think my kids will love those movies. Is there any ones for boys you would recommend? Something like the @175121 ?","['175121', '140749', '79408', '160772', '107018']","['81792', '180005']"
1847,"I have never seen or heard from that movie, does it have subtitles? I am not a fan of subtitles","['114560', '146640', '182709', '102493']",['109798']
1849,,"['184418', '112719']",[]
1870,,['112719'],"['117381', '158571', '185445']"
1887,,"['190814', '115908', '140066', '204579', '78340']","['197133', '141045']"
1890,,"['177112', '119090', '115908', '157394']","['99910', '83716']"
1893,,"['100030', '140066', '199831', '99715']",[]
1895,"I have never seen that movie but it looks really good! The second movie you mentioned I never heard of, what is that one about?","['141620', '190285', '164755', '162882', '107671', '87090']","['111540', '111488']"
1910,,"['180808', '110362']","['124142', '202238', '163713']"
1915,"I don't think I've seen that, but I don't remember it being a light- hearted comedy. Maybe a family movie like @195603","['161983', '195603', '191205', '182174']","['187422', '116894']"
1920,,"['161313', '136983', '90486', '170119']",[]
1922,I like @174867 because I have kids and children love these types of movies where animals are the main character.,"['152744', '174867', '107265']",[]
1923,,"['154829', '197690']","['96281', '107486']"
1929,,"['170206', '115463', '90486', '79062']",[]
1937,,"['143206', '173085', '157190']","['119144', '111540', '91395']"
1938,,"['139730', '79968', '182709', '145016', '203424', '91395', '168467']",[]
1939,,"['146640', '112719']","['110605', '79968']"
1940,Yes! That movie was so good! There was another a similar movie but about a bachelorette party called @204505 with Scarlett Johanson and it wasn't as good.,"['182709', '204331', '140066', '78340']",[]
1941,,"['139730', '79968']",['91395']
1942,I am not a huge fan of action. I mean I like a few I guess. I like @154857 and @171914,"['171914', '194044', '160500', '154857', '121726']",[]
1944,,['112719'],"['178984', '139730']"
1948,,"['146640', '144347', '112719']",['145723']
1955,,"['141928', '170037', '144779', '177112']",['127676']
1958,,"['88751', '184418', '185171']",['135508']
1960,,"['185171', '76012', '171552', '187028', '157221', '189854', '144779']",[]
1961,,"['129992', '195979', '155969', '157190']","['199751', '111540']"
1962,,"['120948', '114341', '204331', '177276', '188779', '191205']",['98088']
1964,,"['121563', '79935', '164311', '132728']",['170037']
1966,,"['146640', '184418', '112719']",['187028']
1968,"With James Mcavoy, I liked the movie it was pretty good except turning into a beast was weird. @110605 is with Jodie Foster?","['117335', '79968', '182709', '110605', '91395']",[]
